country,year,HWF,HWD,HWN,HWA,HWM
NI,2019,5.0,5.0,1,37.0,35.56666666666667
NL,2006,4.0,4.0,1,37.0,33.96
NL,2010,3.0,3.0,1,35.9,34.324999999999996
NL,2019,3.0,3.0,1,40.3,38.349999999999994
NO,2014,3.0,3.0,1,33.4,32.875
NP,2018,5.0,5.0,1,36.0,35.333333333333336
NZ,1999,3.0,3.0,1,32.2,32.2
OM,1982,6.0,6.0,1,33.7,33.2
OM,1984,3.0,3.0,1,47.1,44.55
OM,1985,3.0,3.0,1,44.5,42.925
OM,1988,4.0,4.0,1,47.0,45.48
OM,1995,3.0,3.0,1,48.8,48.375
OM,2003,5.0,5.0,1,49.7,47.9
OM,2004,7.0,4.0,2,48.6,46.895
OM,2005,4.0,4.0,1,49.2,47.1
OM,2008,3.0,3.0,1,48.3,46.825
OM,2015,4.0,4.0,1,48.1,47.480000000000004
PA,2002,4.0,4.0,1,42.4,41.4
PF,1983,4.0,4.0,1,33.6,33.56
PF,1994,3.0,3.0,1,33.6,33.325
PF,2013,3.0,3.0,1,34.1,33.724999999999994
PG,2006,4.0,4.0,1,43.3,40.46
PG,2013,3.0,3.0,1,39.4,38.45
PH,2000,7.0,7.0,1,38.0,36.0875
PK,2008,3.0,3.0,1,50.0,48.625
PK,2018,3.0,3.0,1,49.0,49.0
PL,1994,8.0,8.0,1,37.8,35.86666666666666
PL,2006,3.0,3.0,1,35.1,33.574999999999996
PL,2012,5.0,5.0,1,35.1,33.8
PL,2013,3.0,3.0,1,36.9,34.875
PL,2015,8.0,8.0,1,37.7,35.48888888888889
PL,2017,5.0,5.0,1,35.9,34.083333333333336
PR,2000,3.0,3.0,1,33.3,32.625
PR,2005,3.0,3.0,1,34.4,33.724999999999994
PR,2015,7.0,7.0,1,35.0,34.225
PT,1985,3.0,3.0,1,37.6,35.724999999999994
PT,1989,7.0,7.0,1,41.0,38.8125
PT,1990,7.0,7.0,1,40.3,39.125
PT,1991,3.0,3.0,1,40.7,38.2
PT,1992,10.0,10.0,1,41.5,38.8909090909091
PT,1993,4.0,4.0,1,41.0,37.239999999999995
PT,1995,4.0,4.0,1,41.0,38.54
PT,1998,5.0,5.0,1,40.4,39.550000000000004
PT,2002,5.0,5.0,1,39.0,37.71666666666667
PT,2003,15.0,15.0,1,45.4,41.1875
PT,2004,5.0,5.0,1,44.0,40.199999999999996
PT,2005,3.0,3.0,1,41.8,40.25
PT,2006,4.0,4.0,1,40.3,39.0
PT,2008,5.0,5.0,1,40.0,37.083333333333336
PT,2010,3.0,3.0,1,40.6,38.675
PT,2011,4.0,4.0,1,37.5,35.5
PT,2015,4.0,4.0,1,37.8,35.96
PT,2016,3.0,3.0,1,41.1,40.775000000000006
PY,1990,5.0,5.0,1,40.6,39.99999999999999
PY,2014,9.0,9.0,1,40.6,40.0
QA,1994,5.0,5.0,1,44.5,43.416666666666664
QA,1995,8.0,5.0,2,45.2,42.766666666666666
QA,2001,4.0,4.0,1,45.6,44.519999999999996
QA,2007,3.0,3.0,1,47.0,46.15
QA,2018,7.0,4.0,2,47.0,45.755
RO,1985,7.0,4.0,2,40.0,35.825
RO,1988,4.0,4.0,1,35.6,34.82000000000001
RO,1991,4.0,4.0,1,34.2,33.36
RO,1992,4.0,4.0,1,36.2,35.04
RO,1993,3.0,3.0,1,37.6,36.075
RO,1995,3.0,3.0,1,33.5,32.925
RO,2000,3.0,3.0,1,42.2,38.625
RO,2002,10.0,10.0,1,38.0,35.84545454545455
RO,2004,5.0,5.0,1,36.0,35.166666666666664
RO,2006,6.0,6.0,1,35.0,34.24285714285714
RO,2008,4.0,4.0,1,38.4,36.959999999999994
RO,2009,3.0,3.0,1,36.6,35.225
RO,2014,5.0,5.0,1,36.0,34.1
RO,2015,3.0,3.0,1,37.7,36.75
RO,2017,6.0,6.0,1,41.1,38.88571428571429
RO,2019,4.0,4.0,1,38.1,36.7
RS,1981,3.0,3.0,1,36.0,34.375
RS,1985,4.0,4.0,1,40.3,37.3
RS,1988,3.0,3.0,1,36.2,34.8
RS,1991,4.0,4.0,1,33.8,33.21999999999999
RS,1993,7.0,7.0,1,38.0,36.025000000000006
RS,1998,7.0,4.0,2,39.7,37.11
RS,1999,3.0,3.0,1,38.7,36.625
RS,2000,3.0,3.0,1,42.5,39.15
RS,2002,4.0,4.0,1,37.0,35.760000000000005
RS,2004,6.0,3.0,2,39.7,38.875
RS,2005,6.0,6.0,1,39.5,37.971428571428575
RS,2007,6.0,6.0,1,44.2,42.32857142857143
RS,2010,4.0,4.0,1,39.4,37.1
RS,2012,4.0,4.0,1,39.3,38.019999999999996
RS,2013,3.0,3.0,1,39.2,38.325
RS,2014,3.0,3.0,1,34.3,33.400000000000006
RS,2015,6.0,6.0,1,41.7,38.6
RS,2016,3.0,3.0,1,36.0,33.925
RS,2018,5.0,5.0,1,37.6,36.53333333333333
RU,1983,3.0,3.0,1,42.8,41.849999999999994
RU,1987,7.0,7.0,1,41.9,41.662499999999994
RU,1988,6.0,6.0,1,48.0,41.41428571428571
RU,1991,3.0,3.0,1,39.0,38.425
RU,1992,7.0,7.0,1,42.4,40.1375
RU,1993,7.0,7.0,1,40.1,38.400000000000006
RU,1999,3.0,3.0,1,38.0,37.5
RU,2003,3.0,3.0,1,36.6,36.225
RU,2004,4.0,4.0,1,39.6,38.239999999999995
RU,2005,3.0,3.0,1,40.0,39.3
RU,2009,5.0,5.0,1,39.0,38.38333333333333
SA,1980,7.0,7.0,1,49.0,47.5
SA,1988,3.0,3.0,1,46.2,45.925
SA,1991,3.0,3.0,1,49.0,48.25
SA,1998,5.0,5.0,1,49.0,48.083333333333336
SA,1999,5.0,5.0,1,48.4,47.6
SA,2006,3.0,3.0,1,48.6,48.375
SA,2008,3.0,3.0,1,49.5,48.825
SA,2011,3.0,3.0,1,49.0,48.150000000000006
SA,2012,10.0,10.0,1,50.0,49.127272727272725
SA,2016,6.0,6.0,1,50.0,48.800000000000004
SA,2018,7.0,7.0,1,48.6,48.0875
SC,1987,5.0,5.0,1,33.3,32.78333333333333
SC,2015,4.0,4.0,1,33.4,32.96
SD,1986,4.0,4.0,1,45.3,44.760000000000005
SG,1991,3.0,3.0,1,33.5,33.05
SG,2008,5.0,5.0,1,33.5,33.0
SG,2018,3.0,3.0,1,35.0,34.5
SI,1988,4.0,4.0,1,34.9,33.78
SI,1992,11.0,4.0,3,36.5,34.098333333333336
SI,1993,3.0,3.0,1,34.9,33.800000000000004
SI,1994,6.0,6.0,1,33.7,33.07142857142857
SI,2006,5.0,5.0,1,35.1,33.56666666666666
SI,2007,7.0,7.0,1,37.0,35.0125
SI,2010,5.0,5.0,1,35.9,34.25
SI,2012,4.0,4.0,1,36.0,34.62
SI,2013,4.0,4.0,1,37.0,34.92
SI,2015,12.0,7.0,2,37.7,35.329166666666666
SI,2017,3.0,3.0,1,35.4,34.65
SI,2019,4.0,4.0,1,36.2,34.86
SK,1989,3.0,3.0,1,33.3,32.65
SK,1992,3.0,3.0,1,37.0,35.9
SK,1998,3.0,3.0,1,34.8,34.15
SK,2010,6.0,6.0,1,36.0,34.557142857142864
SK,2012,7.0,7.0,1,37.8,36.55
SK,2013,3.0,3.0,1,37.1,35.425000000000004
SK,2015,9.0,9.0,1,38.2,37.02
SK,2017,5.0,5.0,1,38.1,35.43333333333333
SN,1995,3.0,3.0,1,46.4,45.8
SY,1980,8.0,8.0,1,46.0,44.74444444444444
SY,1985,5.0,5.0,1,43.9,43.0
SY,1986,5.0,5.0,1,43.9,43.1
SY,1987,10.0,10.0,1,44.5,43.71818181818182
SY,1993,9.0,9.0,1,46.0,43.74
SY,1996,3.0,3.0,1,43.3,42.75
SY,1997,8.0,4.0,2,43.5,41.69
SY,1998,6.0,6.0,1,46.2,44.84285714285714
SY,2000,5.0,5.0,1,45.2,44.15
SY,2001,6.0,3.0,2,44.7,43.412499999999994
SY,2003,6.0,6.0,1,45.0,43.31428571428571
SY,2007,10.0,10.0,1,45.5,43.95454545454545
SY,2009,3.0,3.0,1,42.0,41.5
SY,2010,5.0,5.0,1,44.2,43.116666666666674
SY,2012,6.0,6.0,1,45.4,44.51428571428572
SY,2013,4.0,4.0,1,43.2,42.06
SY,2015,6.0,3.0,2,44.0,42.6375
TD,1992,3.0,3.0,1,43.2,42.05
TD,1994,3.0,3.0,1,43.3,42.425
TD,2001,4.0,4.0,1,44.9,43.04
TD,2006,3.0,3.0,1,44.5,44.375
TD,2007,5.0,5.0,1,45.3,44.51666666666667
TD,2010,3.0,3.0,1,48.8,46.15
TD,2015,3.0,3.0,1,44.5,43.625
TD,2018,3.0,3.0,1,44.0,43.125
TG,1999,4.0,4.0,1,42.0,41.0
TG,2002,3.0,3.0,1,40.3,39.4
TG,2009,3.0,3.0,1,41.5,40.175
TG,2010,5.0,5.0,1,42.6,41.416666666666664
TG,2011,3.0,3.0,1,40.8,40.400000000000006
TG,2017,3.0,3.0,1,42.2,41.2
TH,2010,4.0,4.0,1,43.0,42.14
TH,2014,3.0,3.0,1,41.8,41.1
TH,2019,3.0,3.0,1,43.0,42.4
TJ,1980,3.0,3.0,1,42.0,42.0
TJ,1983,3.0,3.0,1,43.2,42.775000000000006
TJ,1986,3.0,3.0,1,42.4,41.725
TJ,1992,11.0,11.0,1,40.0,38.75
TJ,1993,5.0,5.0,1,41.0,40.349999999999994
TJ,1994,6.0,6.0,1,43.1,41.15714285714285
TJ,1995,3.0,3.0,1,42.0,41.35
TJ,1998,7.0,7.0,1,43.4,40.975
TJ,1999,5.0,5.0,1,40.1,38.96666666666667
TJ,2006,5.0,5.0,1,42.1,40.333333333333336
TJ,2007,3.0,3.0,1,43.7,42.0
TJ,2008,4.0,4.0,1,44.5,43.4
TJ,2009,8.0,5.0,2,42.7,40.7875
TJ,2010,6.0,6.0,1,41.2,39.15714285714285
TJ,2013,6.0,6.0,1,44.9,43.185714285714276
TJ,2015,5.0,5.0,1,43.0,41.61666666666667
TJ,2016,3.0,3.0,1,41.7,40.325
TJ,2017,3.0,3.0,1,43.7,42.85
TJ,2019,9.0,9.0,1,43.7,42.809999999999995
TM,1980,4.0,4.0,1,44.1,44.019999999999996
TM,1981,6.0,6.0,1,46.0,43.65714285714286
TM,1983,10.0,10.0,1,46.8,44.71818181818182
TM,1984,5.0,5.0,1,44.7,44.133333333333326
TM,1986,5.0,5.0,1,45.7,44.96666666666667
TM,1987,6.0,6.0,1,44.4,43.15714285714286
TM,1989,4.0,4.0,1,45.2,44.52
TM,1990,5.0,5.0,1,49.0,43.93333333333334
TM,1993,14.0,7.0,2,47.4,42.98125
TM,1995,7.0,7.0,1,49.1,45.475
TM,1997,4.0,4.0,1,48.8,46.0
TM,2000,6.0,3.0,2,44.3,42.675
TM,2001,3.0,3.0,1,44.0,42.675
TM,2002,4.0,4.0,1,46.0,43.32000000000001
TM,2003,7.0,7.0,1,47.6,43.975
TM,2006,3.0,3.0,1,45.0,43.4
TM,2010,7.0,4.0,2,46.4,44.45
TM,2012,6.0,3.0,2,45.3,43.025
TM,2013,11.0,6.0,2,45.2,43.608333333333334
TM,2014,6.0,3.0,2,46.3,44.0375
TM,2015,10.0,6.0,2,47.2,45.75
TM,2017,7.0,7.0,1,45.6,44.025000000000006
TN,1980,8.0,5.0,2,45.0,40.83333333333333
TN,1981,6.0,6.0,1,43.0,41.57142857142857
TN,1983,5.0,5.0,1,45.6,44.73333333333334
TN,1984,3.0,3.0,1,46.0,43.4
TN,1985,5.0,5.0,1,45.0,43.18333333333334
TN,1986,7.0,4.0,2,42.4,40.769999999999996
TN,1988,3.0,3.0,1,41.6,41.025
TN,1994,9.0,9.0,1,46.7,44.50000000000001
TN,1996,6.0,3.0,2,45.9,43.650000000000006
TN,1999,6.0,6.0,1,48.2,45.371428571428574
TN,2000,4.0,4.0,1,45.0,44.620000000000005
TN,2003,8.0,5.0,2,46.5,44.766666666666666
TN,2004,4.0,4.0,1,45.4,43.18000000000001
TN,2005,9.0,9.0,1,48.0,44.78
TN,2007,10.0,7.0,2,46.0,43.875
TN,2009,5.0,5.0,1,42.8,41.199999999999996
TN,2013,5.0,5.0,1,42.3,41.01666666666667
TN,2014,3.0,3.0,1,46.1,43.35
TN,2015,4.0,4.0,1,42.1,40.46
TN,2018,5.0,5.0,1,48.3,44.81666666666666
TO,1987,3.0,3.0,1,33.6,33.025000000000006
TR,1980,10.0,10.0,1,45.0,42.54545454545455
TR,1981,9.0,6.0,2,42.0,40.23214285714286
TR,1982,4.0,4.0,1,38.2,37.660000000000004
TR,1983,7.0,4.0,2,42.0,39.86
TR,1986,5.0,5.0,1,40.4,39.833333333333336
TR,1993,4.0,4.0,1,41.4,40.48
TR,1995,4.0,4.0,1,40.6,40.04
TR,2000,5.0,5.0,1,46.8,44.06666666666666
TR,2001,8.0,8.0,1,44.0,42.93333333333334
TR,2003,6.0,6.0,1,43.3,41.771428571428565
TR,2004,3.0,3.0,1,43.3,43.025
TR,2007,7.0,7.0,1,44.5,43.175
TR,2008,4.0,4.0,1,42.0,41.54
TR,2010,3.0,3.0,1,43.1,42.175000000000004
TR,2011,14.0,10.0,2,46.0,41.20909090909091
TR,2014,3.0,3.0,1,43.0,42.425
TR,2015,3.0,3.0,1,45.1,43.1
TT,1993,3.0,3.0,1,32.5,32.4
TT,2019,3.0,3.0,1,34.3,33.625
TW,1981,7.0,7.0,1,35.0,33.625
TW,1982,6.0,6.0,1,36.0,34.285714285714285
TW,1983,5.0,5.0,1,35.0,34.333333333333336
TW,1988,4.0,4.0,1,36.0,34.94
TW,1989,3.0,3.0,1,36.0,34.425
TW,1993,3.0,3.0,1,34.4,34.2
TW,2002,6.0,6.0,1,36.0,35.142857142857146
TW,2003,3.0,3.0,1,39.0,37.25
TW,2006,4.0,4.0,1,36.0,35.4
TW,2008,4.0,4.0,1,38.0,36.6
TW,2009,3.0,3.0,1,38.0,37.25
TW,2010,3.0,3.0,1,37.0,35.5
TW,2012,6.0,6.0,1,38.0,36.57142857142857
TW,2015,11.0,8.0,2,37.0,35.20833333333333
UA,1991,4.0,4.0,1,37.7,36.67999999999999
UA,1992,8.0,8.0,1,38.1,36.43333333333333
UA,1995,3.0,3.0,1,39.5,35.625
UA,1996,7.0,4.0,2,39.4,37.927499999999995
UA,1999,7.0,4.0,2,39.0,36.6175
UA,2001,4.0,4.0,1,39.6,38.58
UA,2002,6.0,6.0,1,40.5,38.24285714285714
UA,2004,7.0,7.0,1,36.9,35.1
UA,2007,6.0,6.0,1,41.3,40.2
UA,2008,6.0,6.0,1,39.0,36.728571428571435
UA,2009,5.0,5.0,1,38.8,37.25
UA,2011,7.0,7.0,1,37.5,35.6875
UA,2012,9.0,5.0,2,38.3,37.019999999999996
UA,2013,3.0,3.0,1,35.4,33.65
UA,2015,6.0,6.0,1,37.6,36.15714285714285
UA,2016,4.0,4.0,1,39.1,36.44
UA,2017,8.0,5.0,2,40.0,36.44583333333333
UA,2018,7.0,7.0,1,34.8,33.925
UA,2019,4.0,4.0,1,36.9,35.2
US,1980,6.0,6.0,1,46.7,44.84285714285714
US,1983,3.0,3.0,1,45.0,43.45
US,1988,3.0,3.0,1,46.7,45.3
US,1989,4.0,4.0,1,45.0,43.56
US,1991,4.0,4.0,1,43.9,43.0
US,2004,5.0,5.0,1,46.1,44.0
US,2008,3.0,3.0,1,44.4,43.85
US,2010,5.0,5.0,1,48.3,46.31666666666666
US,2011,4.0,4.0,1,44.4,44.3
US,2013,4.0,4.0,1,46.7,45.82
UY,1982,4.0,4.0,1,39.2,38.839999999999996
UY,1986,4.0,4.0,1,39.6,38.64
UY,1990,5.0,5.0,1,40.4,39.03333333333334
UY,1993,3.0,3.0,1,38.5,36.5
UY,1994,3.0,3.0,1,39.0,38.15
UY,1997,8.0,5.0,2,38.4,36.575
UY,1999,5.0,5.0,1,36.9,35.483333333333334
UY,2000,5.0,5.0,1,38.9,38.7
UY,2003,3.0,3.0,1,40.2,38.6
UY,2004,3.0,3.0,1,37.2,37.175000000000004
UY,2005,4.0,4.0,1,41.0,38.239999999999995
UZ,1981,10.0,10.0,1,45.8,41.74545454545454
UZ,1983,7.0,4.0,2,48.4,45.3525
UZ,1984,3.0,3.0,1,48.4,44.525
UZ,1985,8.0,8.0,1,43.2,41.84444444444445
UZ,1986,3.0,3.0,1,47.6,44.8
UZ,1989,3.0,3.0,1,40.8,40.4
UZ,1991,5.0,5.0,1,46.8,43.06666666666666
UZ,1995,5.0,5.0,1,46.5,44.61666666666667
UZ,1997,5.0,5.0,1,47.1,45.23333333333333
UZ,1998,3.0,3.0,1,45.0,42.5
UZ,2001,5.0,5.0,1,45.8,44.25
UZ,2003,4.0,4.0,1,46.0,43.78
UZ,2008,4.0,4.0,1,43.7,42.42
UZ,2009,9.0,9.0,1,43.4,41.809999999999995
UZ,2010,3.0,3.0,1,45.4,43.275
UZ,2012,3.0,3.0,1,43.3,42.325
UZ,2013,7.0,7.0,1,44.6,43.625
UZ,2014,3.0,3.0,1,43.6,42.975
UZ,2015,8.0,4.0,2,48.2,45.59
UZ,2017,5.0,5.0,1,44.4,43.38333333333333
VE,1992,3.0,3.0,1,39.9,38.75
VE,1995,3.0,3.0,1,38.8,38.45
VE,2010,3.0,3.0,1,38.8,38.8
VI,2015,3.0,3.0,1,35.6,34.025
VI,2019,3.0,3.0,1,32.8,32.35
VN,1994,3.0,3.0,1,37.4,37.125
VN,2004,4.0,4.0,1,38.6,38.019999999999996
VN,2010,4.0,4.0,1,40.0,38.96
VN,2019,3.0,3.0,1,41.0,39.7
VU,1986,3.0,3.0,1,33.0,32.625
VU,1992,3.0,3.0,1,33.0,32.75
VU,1997,4.0,4.0,1,34.0,33.339999999999996
WS,2016,4.0,4.0,1,37.7,37.36
ZA,2014,3.0,3.0,1,43.9,42.875
ZW,1987,4.0,4.0,1,43.0,41.2
ZW,1993,3.0,3.0,1,36.5,34.05
ZW,1995,3.0,3.0,1,37.5,36.075
ZW,2011,3.0,3.0,1,38.0,37.05
